timestamp,price
1769439772174,88110.31439757539
1769443279521,87581.75024409368
1769446837339,87563.38898741045
1769450486879,87596.95052372369
1769454019413,88146.72826829564
1769457895357,87955.70291486586
1769461321439,87520.83581628976
1769464890269,87969.52683727005
1769468614878,88019.52440277697
1769472211083,88220.23655963481
1769475756457,88237.79696918432
1769479419094,88494.43086859603
1769482889617,88661.52795104065
1769486426916,88650.48533949278
1769490092817,88468.85107383129
1769493694990,88339.21679757003
1769497267230,88213.01005173146
1769500868034,88220.8227325611
1769504502745,88045.46038431428
1769508095460,87817.22952521489
1769511766188,87674.71057844856
1769515245527,87892.82067658257
1769518884971,87866.67286099448
1769522464317,87862.20040644784
1769526041493,87639.40066046447
1769529690298,87924.6147096375
1769533295767,88534.70663653797
1769536901008,87435.12026106454
1769540513055,88153.60150288578
1769544110052,88287.18794610914
1769547700867,89269.21442355588
1769551282350,88978.3196181541
1769554905848,89119.68357825458
1769558422227,89204.22239644526
1769562107195,89249.30668661927
1769565668168,89316.54313990969
1769569320406,89153.86818390692
1769572942664,89007.47985424487
1769576599241,88907.50009004466
1769580103172,89002.21299070446
1769583696950,89223.36341948027
1769587258462,89039.39244771106
1769590831361,88938.68902589788
1769594514482,89242.96479808041
1769598146047,89293.44057594828
1769601681997,89953.3487413721
1769605307936,89870.96687591283
1769608916496,90117.42255647454
1769612473419,89511.6307398833
1769616091318,89395.3408319523
1769619702776,89594.23681117366
1769623308147,90031.12603284405
1769626924691,89355.29479779032
1769630556400,89347.77982629465
1769634099464,89024.74471978762
1769637668618,89288.24682760338
1769641295870,89259.32071465063
1769644892568,89173.2129545617
1769648485338,89003.36082308379
1769652096031,88464.56708627712
1769655789281,87653.20949442938
1769659352498,87921.17467367838
1769662866015,88177.05203371037
1769666472912,88048.66790356174
1769670074395,88157.56853472859
1769673719444,88269.37473974624
1769677335790,87913.42954139785
1769680933996,87747.57415319807
1769684416194,87845.63504335862
1769688022335,87659.2122336536
1769691740956,87969.09744963689
1769695269616,87905.02490912433
1769698823187,86955.00052944447
1769702468719,84643.77376460397
1769706027852,85127.74408474048
1769709768811,84187.9723253498
1769713262469,83407.63169632888
1769716891240,83859.73452737721
1769720499334,84060.22134782864
1769724088904,84392.3658933912
1769727697033,84419.9690502148
1769731300905,84570.40906135936
1769734946683,84037.1936955712
1769738590087,82279.35490591527
1769742131480,82005.64104750492
1769745678663,82557.83433257985
1769749296381,82795.66661368017
1769752900374,82959.58139868542
1769756502426,82491.57357088778
1769760070112,82694.4117926535
1769763704172,82552.03970101257
1769767278961,82225.86111218829
1769770945065,82666.72864439494
1769774509158,83059.4161797052
1769778042459,82637.05876225671
1769781752364,82617.91439136588
1769785329735,82948.93484396658
1769788879428,82762.54275899222
1769792517569,82970.0078878883
1769796058654,82877.03317026947
1769799711185,83826.73026415915
1769803315715,84128.56059667813
1769806909922,83788.09301797596
1769810484299,84177.3266378665
1769814034782,84022.41738125011
1769817736468,84121.72844914203
1769821314503,83941.87811925856
1769824833617,83873.37748977225
1769828534721,84015.98094637308
1769832091995,83894.09861071236
1769835706169,83853.84954081445
1769839362683,83861.8294638935
1769842817273,83637.64661903602
1769846576428,83426.27736048993
1769850184519,82961.41728566527
1769853768259,83001.13799097399
1769857323921,82985.77196683157
1769860815256,82807.6868873885
1769864501543,82635.23795154462
1769868109781,82643.10949864717
1769871808554,81202.92216000607
1769875324835,81212.10149346846
1769878917285,80261.2768751982
1769882559650,78903.31503723603
1769886133097,77976.06338233652
1769889685796,77690.91277948217
1769893401559,77983.88907411572
1769896956309,78213.31330612757
1769900532043,78078.5454430695
1769904133341,78641.50691411538
1769907686241,78832.00838578405
1769911296183,78446.44614724506
1769914843632,78852.6766338731
1769918543747,78767.61762558289
1769922088993,78912.80103317233
1769925716119,78539.5665580453
1769929280629,78249.02172265615
1769932961584,78306.02837173457
1769936534104,78503.16086298278
1769940082425,78943.28284591532
1769943651074,78190.05967627538
1769947281241,78674.55269710587
1769950875326,78395.42785626884
1769954470977,78250.67642409485
1769958143062,78153.42947394075
1769961713804,77544.7380964675
1769965277622,77393.55504519478
1769968939141,77696.03134586934
1769972492719,77896.36160377583
1769976090378,77077.95592797572
1769979694657,77035.921671734
1769983316369,76435.74536602902
1769986808714,77145.43546862429
1769990495648,76906.6755974147
1769994141892,77576.32216510682
1769997651309,77483.39217465831
1770001338913,76425.36227434671
1770004920712,76187.07154557863
1770008537015,75825.18353347215
1770012203502,75442.36463977459
1770015754828,76403.38705228502
1770019424420,76579.2542838234
1770022982414,76827.71592198485
1770026575065,77614.62064813616
1770030176792,77441.06457352011
1770033790742,77690.21964421745
1770037374105,77918.29429108377
1770041011189,78175.7417786635
1770044562887,77708.55867783961
1770048103552,78762.48100810999
1770051849045,78627.17408230362
1770055379982,78920.28866897967
1770059007125,78527.95828909146
1770062545545,78264.25959010448
1770066167462,77931.71794953835
1770069796172,78478.46761069831
1770073410436,78698.23700572242
1770076951621,78664.87011711115
1770080533347,78994.244593476
1770084174687,78916.39298894505
1770087751154,77764.35461710254
1770091342481,78679.46986195797
1770094948179,78732.08983634548
1770098667137,78167.15847089334
1770102076117,78514.4059710872
1770105669140,78696.79606095653
1770109221488,78650.12759838546
1770112884996,78350.90228836305
1770116545058,78062.94594934044
1770120109910,78016.08427375196
1770123771185,78252.0181420846
1770127346062,78216.78892241618
1770130929193,77166.79302914416
1770134581592,77956.29806992367
1770138091755,76462.1341336685
1770141689737,74893.60859394567
1770145354074,73111.91343008894
1770148810546,74635.94438230092
1770152557773,76411.91826405193
1770156076126,76152.05321817116
1770159704571,75560.98650392683
1770163279881,75649.69786577787
1770166933289,75911.75672693519
1770170400667,76360.76565709774
1770174085322,75870.18901632768
1770177670803,76608.26923239244
1770181268545,76382.70698112827
1770184864476,76167.81462055985
1770188477198,76550.49046713776
1770192093151,76424.46851974064
1770195687154,76472.56212315582
1770199273198,76006.4007520199
1770202909512,76181.49680339378
1770206455291,75973.90796024087
1770210137140,76047.636269168
1770213686031,74754.93715072649
1770217310821,74135.69918053188
1770220907736,74029.4599257023
1770224508467,73499.66630570027
1770228094709,72395.80326935869
1770231694175,73462.80817356521
1770235342286,73639.68907933564
1770238906111,73384.77194810667
1770242473653,72629.98658000518
1770246095860,72402.78419025433
1770249694865,73023.41451718884
1770253310545,72713.21620135968
1770256877906,72289.92013373689
1770260585124,71337.22160323666
1770264201193,71128.6956649189
1770267814483,70762.539039752
1770271365683,70587.38360589635
1770274878770,70800.17054471826
1770278447621,70541.27315680737
1770282132543,71011.65125538754
1770285714791,71426.18011366547
1770289334107,70712.55259981466
1770293034009,70198.49300968244
1770296584086,69436.27296654794
1770300176542,69608.72096630982
1770303771227,69359.6011297701
1770307367386,67375.62427275744
1770310907488,68153.73192299498
1770314587444,66086.43132742122
1770318158071,66223.31451175398
1770321786580,65141.50387868692
1770325432325,63880.77153870422
1770328994760,63151.480794216
1770332589772,63819.50494183307
1770336185158,62822.26414504872
1770339766464,63474.177236593816
1770343352077,65564.69260917806
1770346828120,64816.18565684104
1770350595073,64091.22967946813
1770354169928,64822.456067695086
1770357800975,66360.16683425578
1770361411020,64760.099244767305
1770365010609,64762.31745067788
1770368557087,64812.45812521936
1770372070528,65743.1389952177
1770375791873,65852.64638550671
1770379414016,66468.2306680357
1770383009986,66475.34350850893
1770386606188,67249.23666728205
1770390191417,68114.36357083579
1770393815201,68582.16605772382
1770397391194,69871.99988930697
1770400953543,70772.61875586561
1770404532385,69753.80678459951
1770408165035,70670.2604369606
1770411794009,69990.28130807572
1770415413268,70289.43455211335
1770418943560,71297.63519930553
1770422513674,70545.5121611041
1770426180531,69924.37333126029
1770429748253,70471.75839223956
1770433383055,70323.87573035707
1770436854461,70793.24406711856
1770440660268,70717.02791109454
1770444243769,70109.21450925693
1770447669434,68878.39427353993
1770451431218,68052.86603622913
1770454950609,68503.0750122388
1770458417946,68042.75346202428
1770462149277,67959.15338417077
1770465789434,67902.78315971121
1770469371796,68967.55007208827
1770472965726,68966.60908394787
1770476597965,68572.18589500991
1770480237146,69097.79894772926
1770483818965,68955.47179965663
1770487205809,69077.46959337214
1770491008511,69451.25303390273
1770494615304,69274.97522392707
1770498188563,69580.38509403978
1770501764692,69423.29165424411
1770505404271,69375.53227931763
1770509035993,69271.22535548474
1770512658719,69072.05134454952
1770516225664,69336.65222875704
1770519841815,69323.10055397708
1770523282366,69072.73226451855
1770526997519,69257.21228736998
1770530469891,69176.62975267286
1770534168358,69275.2644342355
1770537671585,69634.77873342592
1770541381896,70616.33319903756
1770544949418,70149.49319420684
1770548642408,70192.55967196338
1770552261666,70948.55961551555
1770555867898,71178.215488825
1770559445266,71450.09750719942
1770563015083,71185.43635252847
1770566650149,71093.28992022508
1770570234244,70382.8443423587
1770573844287,70734.71298641211
1770577440230,71115.10260731545
1770581039582,71364.02621667292
1770584415342,70744.26363456192
1770588224885,70676.40743565756
1770591793326,71010.30811854756
1770595437580,70288.14411281867
1770599050666,70459.16182303062
1770602544784,70331.36328987485
1770606161743,70569.9975377267
1770609818368,71229.73530963564
1770613390803,70964.73659393784
1770617070965,70917.7140775821
1770620577857,70599.48065506382
1770624214806,70373.24121786421
1770627915874,69837.07732988766
1770631464242,69550.37698573632
1770634990367,68682.80182170549
1770638648041,68832.02582910914
1770642178390,69082.02289196198
1770645818510,68592.05509846479
1770649437354,69277.24182643309
1770653048338,69497.9504768076
1770656658213,70052.90697154785
1770660278179,70580.77336767624
1770663827055,70345.99548691839
1770667423251,70891.58132530384
1770671058216,70744.7606123553
1770674613561,70375.09590515462
1770678229473,70339.16694175807
1770681843099,70123.68796096664
1770685432077,69826.11877692133
1770689048786,70394.23922233515
1770692601270,70064.76056999435
1770696179597,69457.98618467282
1770699777463,69797.42294899575
1770703382631,69382.33864852159
1770707009853,68847.05069249081
1770710543150,68881.0732316969
1770714186243,69064.99112489945
1770717837962,69105.54398342568
1770721344171,68877.64853072929
1770725020193,68522.82784238047
1770728579479,68543.23050244208
1770732168078,68958.60997610839
1770735744965,68400.9302576248
1770739381918,69246.28467257677
1770743001020,69539.89537574978
1770746597790,69855.81229514664
1770750151070,68892.14110177293
1770753791756,69014.0978254628
1770757242181,68756.11136655635
1770760998773,68636.08258362056
1770764590009,68661.02296853696
1770768270101,68787.11157131186
1770771778705,69163.88217016484
1770775395302,68946.97762062182
1770778822849,68644.96060706391
1770782518507,68175.45041937327
1770786239711,67551.3977776452
1770789788390,67393.1338876921
1770793394850,66764.58898080258
1770796857540,67017.05721590634
1770800640815,66970.62905077402
1770804222338,66807.6119388558
1770807649109,66494.98120901024
1770811466669,67014.71498124763
1770814941146,67091.50719892021
1770818634080,67437.24255140442
1770822142598,66520.47043126007
1770825818982,66493.85891764812
1770829377563,66001.27448137071
1770833032060,66499.01615547431
1770836574817,67229.70574812587
1770840145507,67537.2135009556
1770843613247,67486.51819881125
1770847391661,67779.27675800232
1770850977001,67390.92632777932
1770854594816,66993.76514615967
1770858210969,67451.07122442544
1770861740907,67649.64782221185
1770865333033,67387.85725544306
1770868959653,67524.26768392987
1770872445953,66986.30434164265
1770876187764,67078.87774531855
1770879753276,67053.22272636107
1770883386608,67178.4581077123
1770886826396,67025.73999197627
1770890594264,67505.20239437708
1770894152327,67918.8668330455
1770897797199,68104.64609334413
1770901404804,67821.82074131482
1770904945455,68308.5139267418
1770908560906,67619.70970025606
1770912140668,67107.39876003392
1770915800830,65788.29080024328
1770919336279,65411.62913430127
1770923004539,65536.35172344626
1770926443822,65787.26041698357
1770930044970,65373.153465460666
1770933720672,65760.26221328336
1770937300131,66246.03819951249
1770940963643,66192.37908688825
1770944584364,65907.85178274351
1770948160046,66354.20379582758
1770951622916,66660.74922526913
1770955364083,66460.80346947702
1770959002630,66287.2478700668
1770962612338,66145.26647622047
1770966224946,66319.79278508217
1770969649134,66168.09118045383
1770973404328,66633.60165762658
1770976873183,66895.3374846119
1770980554662,66928.08718593771
1770984109205,67126.01455622054
1770987760617,67051.53066547718
1770991333464,67252.78657169837
1770994934383,67680.10358293349
1770998400271,68601.35608327099
1771002000793,69105.3880728048
1771005613595,69016.92320744746
1771009294480,69097.83747759652
1771012983748,68928.36804915236
1771016607968,68733.84411753804
1771020223321,68842.4853080273
1771023750239,68930.85615649213
1771027335076,68848.91601457071
1771030958064,69052.11814104643
1771034491662,68925.81413527165
1771038083799,68850.55795334087
1771041752219,68946.54151316333
1771045409194,68759.15934178799
1771048977673,68742.18544956709
1771052442384,68897.33349196923
1771056180778,69189.82934923672
1771059645397,69726.25267790715
1771063296364,69691.52126791891
1771067003061,69635.27468433385
1771070448924,70434.28463415819
1771074228660,69633.0263652205
1771077785751,69416.53585336605
1771081389174,69702.71797144218
1771084981553,69761.73770486697
1771088576652,69709.11375885298
1771092191441,69687.28327880825
1771095760114,69733.54122326875
1771099362490,69825.50119312223
1771102968961,69990.8175307309
1771106639163,69884.50659515375
1771110176125,69924.91653176714
1771113833822,69774.2353259966
1771117406838,69729.48913093255
1771121007924,69674.4394979836
1771124576910,69463.07617718862
1771128252938,69961.3128035441
1771131807845,70155.37241359024
1771135373187,70243.08860355157
1771139033261,70373.12694780517
1771142564187,70786.26660662086
1771146229234,70411.32054067256
1771149770020,70376.88960841866
1771153396261,70404.94823152284
1771156982331,70267.17175907342
1771160650361,69387.60144625134
1771164204829,68940.40544020956
1771167820327,69110.93706350432
1771171405270,69060.54773085675
1771174957916,69004.9733197395
1771178557233,68580.5740698471
1771182032737,68391.51912497477
1771185778384,68282.55660712713
1771189399174,68418.56410917995
1771192956165,68837.65412375923
1771196554604,68923.26011623367
1771200111693,68781.29710864896
1771203746273,68807.54988540319
1771207347636,68600.88251203044
1771210940011,68299.08789823233
1771214507482,68378.05073894249
1771218137250,68833.3771011827
1771221684553,68368.57404069978
1771225393191,68411.1284780013
1771228973131,68543.04733752139
1771232505102,68726.37761691494
1771236183125,68939.5890405427
1771239759271,68766.4623978235
1771243347089,68817.00684590373
1771246949167,69720.91528212125
1771250562123,68361.14702019827
1771254222183,68381.76268962049
1771257777265,67513.43201399366
1771261368139,67830.48266944081
1771264957493,67923.40204674947
1771268638387,67845.65549273694
1771272200491,67881.7978501668
1771275806309,68479.96365635042
1771279428549,68804.97684090007
1771282976121,68589.22180875255
1771286610055,68852.48637282102
1771290135223,68856.54508076754
1771293756279,68587.90136643896
1771297416425,68815.02905097854
1771300931916,68465.88015024242
1771304442446,68419.78749680043
1771308045069,68196.19133548804
1771311843279,68358.38868471434
1771315320124,68358.54885195654
1771318921710,68142.87710761404
1771322515931,68079.29361360389
1771326135716,67784.02666527066
1771329632329,67833.14545257023
1771333338178,67888.17582537961
1771336833831,68091.7970259687
1771340551408,66900.86088977731
1771344147028,67352.03557682618
1771347638300,67520.45663312795
1771351365274,67198.53776740881
1771355000349,68070.65432562269
1771358465001,67789.9677181016
1771362132834,67729.879969294
1771365790689,67643.96687622776
1771369358968,67511.08100510074
1771372923508,67478.66920269319
1771376536416,67295.93918777717
1771380112564,67121.17416691722
1771383705436,67298.87495580375
1771387403314,67605.87435157233
1771390906523,67770.52548526973
1771394432154,67610.24909276767
1771398146424,67812.32340573036
1771401775802,68087.77007418862
1771405272191,68092.30939990666
1771409002928,68130.76658086086
1771412556503,67757.18921579409
1771416141509,67378.80486981728
1771419728004,67465.52794094842
1771423334250,67191.89205610077
1771426909221,67156.67569324691
1771430539135,67663.21696845596
1771434044658,67105.62639714318
1771437695746,67147.92942211787
1771441225557,66315.35717122022
1771444921312,66143.11023952397
1771448523574,66245.54294126258
